Commit;Author;DOW;Month;DOM;Hour;Minute;Second;Year;TZ
2bc65d9533d48b023cf5ac467c42f4ef1aee90e0;DSiekmeier;Thu;Jan;12;22;49;47;2017;+0100
b92f6fbebd86c3b6d4286d081c5bf13975477b25;Marc Remy;Thu;Jan;12;21;44;58;2017;+0100
45993497b850ca77a0157595c89619a66e0804bd;DSiekmeier;Thu;Jan;12;16;57;59;2017;+0100
fc276fc80e3d206137a51fd5e2a7ab8b205453d9;polymathmonkey;Thu;Jan;12;14;37;57;2017;+0100
f85ef63f0c2a6cf24d8a417fbb467ef5dda79cc7;polymathmonkey;Thu;Jan;12;12;12;08;2017;+0100
eddc699874496539c94f0e867d53d2589437ac62;polymathmonkey;Thu;Jan;12;07;55;00;2017;+0100
5d8e17431ea69efc3c2ba6535e4d26475c26228f;Dennis Yurichev;Thu;Jan;12;07;11;57;2017;+0200
7d88eb33412cb6194739702890b4d87e7d74bea6;Dennis Yurichev;Thu;Jan;12;07;11;32;2017;+0200
06c4fbaaffa1f60fdb6345f25fcb7df8c60dfbfc;Dennis Yurichev;Thu;Jan;12;07;10;56;2017;+0200
4638c463790146d88fa38d7a1ad781f966f74cf3;Dennis Yurichev;Thu;Jan;12;07;10;18;2017;+0200
54e6cf2657952acd83b117ceed8ac3732c7bef6c;Marc Remy;Wed;Jan;11;21;30;42;2017;+0100
d69af308f91998347da642ac6d88ff34b8b214ab;Marc Remy;Wed;Jan;11;21;24;00;2017;+0100
e5cbf885d24627bb080a9b09cd6ff4117ba4f8b9;Julius Angres;Wed;Jan;11;21;05;37;2017;+0100
89c21b446a0ffbc61484274945c6c9d2fd9072ae;Julius Angres;Wed;Jan;11;21;04;36;2017;+0100
507cb370f43e3d76150ea12dbb283674081da615;Julius Angres;Wed;Jan;11;21;03;42;2017;+0100
ade095f03b802f4769ee05b9da2749b3f1a83cfd;DSiekmeier;Wed;Jan;11;16;52;03;2017;+0100
56c89c96611a0d781e10a5d39686603e4cbc3cb2;DSiekmeier;Wed;Jan;11;16;29;56;2017;+0100
2eab2a1bb1da660c889956d8d29aa9444b710e7a;polymathmonkey;Wed;Jan;11;14;59;31;2017;+0100
d17d2c813ada5534c0c052ccb885a5d161652809;polymathmonkey;Wed;Jan;11;14;34;39;2017;+0100
46ba25775c75f1ee30ab91cfea4f715bdb2df0f4;polymathmonkey;Wed;Jan;11;13;53;36;2017;+0100
5fd7825a170b2ecb32795fd87500744406cb000f;polymathmonkey;Wed;Jan;11;13;48;01;2017;+0100
72db7b5753291a8501622842d2afd9b12d0d77c7;Marc Remy;Tue;Jan;10;22;21;55;2017;+0100
b36889ccf06cdfad16da9df86bb507a496194770;Marc Remy;Tue;Jan;10;21;26;19;2017;+0100
dfc67e4877e9f6e635fdab48a92378cb21b4ac0c;Marc Remy;Tue;Jan;10;21;29;00;2017;+0100
b0f4087f646d041cad54e594d8d1f22822555ed5;Dennis Yurichev;Tue;Jan;10;10;34;13;2017;+0200
2663f758c52337de955842cbae4b7de826aff84b;Marc Remy;Tue;Jan;10;09;19;50;2017;+0100
78e754502021dca5e272adb084147fca6e5f4e6f;Dennis Yurichev;Tue;Jan;10;08;57;01;2017;+0200
ba41036325b6d17a25954a80e916dcb3c6be760f;Dennis Yurichev;Tue;Jan;10;08;56;45;2017;+0200
9092c41fe1a93261d747b9a0a8c033c9bf7d051f;Dennis Yurichev;Tue;Jan;10;08;56;28;2017;+0200
e2235edcedb0939bd15a37414a852112202fca00;Marc Remy;Tue;Jan;10;05;47;14;2017;+0100
887940558c17661950de60eddd2a63c5e769f38f;Marc Remy;Tue;Jan;10;05;28;02;2017;+0100
7c0a2ef1799c0807bd8b7102e49cd7c1c6187599;Téo Dacquet;Tue;Jan;10;01;36;38;2017;+0000
565213dd9d2f551832c421bb8a20f3ad9585a20c;Marc Remy;Mon;Jan;9;22;07;35;2017;+0100
0641a7387df6de50803f9f8fc0ae061d136e1c47;Marc Remy;Mon;Jan;9;21;47;01;2017;+0100
381971c0fa0b70343abe1f5ada31472600126374;Dennis Yurichev;Mon;Jan;9;14;52;11;2017;+0200
23e402e8db051cf926ff577e6f40693e562ae5e4;Marc Remy;Mon;Jan;9;13;48;54;2017;+0100
2d7648e0b5cce90242b16d5797c4ea867810395f;Marc Remy;Mon;Jan;9;11;57;13;2017;+0100
51e2607c4eff398f6052ab3bfa6552d3bd9dbe82;Dennis Yurichev;Mon;Jan;9;12;18;36;2017;+0200
0e72157d59cfc9dd47b990eca881c4fbd2ee3c44;Marc Remy;Mon;Jan;9;09;58;22;2017;+0100
c270794728275d90d99c3c5c6b08cbf89d8a9f05;Dennis Yurichev;Sun;Jan;8;03;08;35;2017;+0200
43220c2bc80d8325b53a4a22cda0abe7f76aed05;Dennis Yurichev;Sun;Jan;8;01;06;42;2017;+0200
6873d449d5f777efbb07cf00f7f02f1f86af1ffb;Dennis Yurichev;Sun;Jan;8;01;06;00;2017;+0200
fe4b994d3221e94877d22c07125d4c8f68844ef5;Dennis Yurichev;Sat;Jan;7;05;26;59;2017;+0200
7cde54b6df817e3f30c4ab3a6a9c26836acfe023;Dennis Yurichev;Sat;Jan;7;05;24;59;2017;+0200
2274bea7748b0e6d215145ce1fc6e5eed43ece82;Dennis Yurichev;Sat;Jan;7;05;24;29;2017;+0200
2bb6c65a5d706c517d4602af70b69198f907a2fc;Dennis Yurichev;Sat;Jan;7;05;22;11;2017;+0200
db9808c680fec7284fc39ec95bb3ee4df1b12e93;Dennis Yurichev;Sat;Jan;7;05;21;14;2017;+0200
08878835d11ff25565377667533044d3b6708d07;DSiekmeier;Fri;Jan;6;13;43;31;2017;+0100
5c1f020afb8ad655280cc1d011bc0cb018d4888f;DSiekmeier;Fri;Jan;6;13;16;39;2017;+0100
a0eca521fa9f00e722a83de9b4f1ef717b2b31eb;DSiekmeier;Fri;Jan;6;10;46;28;2017;+0100
a80f63ab89907bf9fd5e7e2f7db9ad6d5bb47f65;Marc Remy;Wed;Jan;4;21;03;53;2017;+0100
ce3cd6c79410933b265653fa52ed9e702961f577;DSiekmeier;Wed;Jan;4;15;11;14;2017;+0100
202ee23ccfb27fc449fcb44d510dc771575c9f1c;DSiekmeier;Wed;Jan;4;12;31;39;2017;+0100
342f7fc64557f5bd6c0e054b3f87030ec360f37f;DSiekmeier;Tue;Jan;3;17;51;18;2017;+0100
a2f16ac9e7287008aa39c4d38b7b55f96f0bb661;Dave Tian;Tue;Jan;3;11;38;50;2017;-0500
ec312836d3ac5556c9e4e0c159b7d8b35c350a4c;DSiekmeier;Tue;Jan;3;14;18;35;2017;+0100
d43fc6e27476447d18552f0f1a6df9b67b640e7b;DSiekmeier;Tue;Jan;3;14;08;46;2017;+0100
335cb1d1d6ed79ee93050b6f785646337875c0f3;DSiekmeier;Tue;Jan;3;13;45;15;2017;+0100
cd43215e84e13b59b0ccc27bffb818b37dc10e37;DSiekmeier;Tue;Jan;3;13;32;40;2017;+0100
aebbb9a350effc5bfc0607b198d104e82321001c;Marc Remy;Tue;Jan;3;12;37;03;2017;+0100
a24cf329bc2c1a7354cb237210b81f38e31acb5e;Marc Remy;Tue;Jan;3;12;04;55;2017;+0100
5afb71d56039b0675a732d4e30b336b1c3be422d;whisperzzzz;Tue;Jan;3;18;41;55;2017;+0800
bf7c94cede5d707fdf7c4cbe5687de76117fa2eb;whisperzzzz;Tue;Jan;3;17;15;42;2017;+0800
dd44ae34452e18a348bdade48f5dfe13d15e9cf0;whisperzzzz;Tue;Jan;3;16;41;06;2017;+0800
78cfae9a5b3216ad1ced3fbb765fb61edd07126d;whisperzzzz;Tue;Jan;3;16;30;23;2017;+0800
447e0549c096e5f9afa72f62a6de4519f55adf1b;whisperzzzz;Tue;Jan;3;14;39;09;2017;+0800
2afc843a5c5499428e39e61dc9067c23b74b2ce6;whisperzzzz;Tue;Jan;3;14;24;35;2017;+0800
b64f5b374a33418e40ffe0d7936e52a4fab0d1b6;whisperzzzz;Tue;Jan;3;13;30;40;2017;+0800
9ed4d1b028b5c717d810dd53a2d64a22ac3956a4;whisperzzzz;Tue;Jan;3;13;03;31;2017;+0800
fad77893df0c47ed111ebc667a0f3ce4e9e1c57d;whisperzzzz;Tue;Jan;3;12;59;26;2017;+0800
115497e7f9fd02b25d68d458dbb59b2a42a2098a;whisperzzzz;Tue;Jan;3;10;29;21;2017;+0800
0e03f6dad894aa70e571f7671921f1e80e928e17;whisperzzzz;Tue;Jan;3;10;15;40;2017;+0800
38768b8aa53d943268093af102d8aa0a05994280;悄悄;Tue;Jan;3;10;02;08;2017;+0800
46a7fd8084972359e977f56a16fb7a70b7304eac;Julius Angres;Sun;Jan;1;22;11;30;2017;+0100
019183d111aa9fe9953ceccd5b14c6ffc8478302;Julius Angres;Sun;Jan;1;22;10;56;2017;+0100
cc5f8847556e6543ecb6937850267e8d9958c3d4;Julius Angres;Sun;Jan;1;22;10;18;2017;+0100
91b9a601e298db79b14dd4fdaaa7af0499864762;Julius Angres;Sun;Jan;1;22;09;37;2017;+0100
aba55183bc67e2d4a5c17e7c26bd8b98f6711ef8;Julius Angres;Sun;Jan;1;22;08;53;2017;+0100
40a0f5d30366ca47b1b7742fb49c46ac0a079ff7;Julius Angres;Sun;Jan;1;22;08;09;2017;+0100
a2e3ad01462ab4d3bcb9a7e82293a3c1b17e774c;Julius Angres;Sun;Jan;1;22;07;25;2017;+0100
2a1ceeceea2cd966ccab8d44b7483e083c33f50a;Julius Angres;Sun;Jan;1;22;06;44;2017;+0100
8288a66bb6a7e22462e113e1e8eb8828d5fa1065;Julius Angres;Sun;Jan;1;22;05;21;2017;+0100
015b26960ace134cf6c95fd263a412160a6df5ce;Dennis Yurichev;Sun;Jan;1;20;10;55;2017;+0200
6fcd90d2befa1a2e86db5910a462f253ce2b1d16;Dennis Yurichev;Sun;Jan;1;20;10;45;2017;+0200
4a5af6aabce7e21f672a1f8f9f726130c28e873a;Dennis Yurichev;Sun;Jan;1;20;07;55;2017;+0200
ee9016fa9d2289f2f8a25e4fa58da1b31d728f81;悄悄;Sat;Dec;31;22;03;33;2016;+0800
1058f52612973030e6d7384e7498c91141731a38;Dennis Yurichev;Sat;Dec;31;07;54;53;2016;+0200
3ed3f2b1f9818f40da561be2c277266440c1a3fa;Dennis Yurichev;Sat;Dec;31;02;52;48;2016;+0200
b7fde72d6fd1e4ec4b898d062c18a5d6460485cf;Dennis Yurichev;Fri;Dec;30;23;32;49;2016;+0200
3f0a660aca644c6a188d2725318ed0a30cd1acc3;Dennis Yurichev;Fri;Dec;30;22;47;40;2016;+0200
ec2ca016c514c5081731bb15a8f4cce3ae21e782;Dennis Yurichev;Fri;Dec;30;22;47;30;2016;+0200
7e118264faf7d5bf30238655b896a1bb09f3f0df;Dennis Yurichev;Fri;Dec;30;20;04;37;2016;+0200
2ff5ecedf43c26b7651aad1009efc25eeb266841;Dave Tian;Fri;Dec;30;12;59;26;2016;-0500
728b6041de72beb9c31e53abbbf88ed05ad3b699;Dennis Yurichev;Fri;Dec;30;19;45;49;2016;+0200
ec984685828cf4e082f17b91eee6c0a275023bf5;Dennis Yurichev;Fri;Dec;30;18;56;26;2016;+0200
6dc663e433de0c02ee4030479e6220b174751d91;DSiekmeier;Fri;Dec;30;08;39;05;2016;+0100
9d3fec34fc019c5a843d3192d0b278049433e87b;Dennis Yurichev;Fri;Dec;30;00;30;11;2016;+0200
98b7208cec594a40dceed2e72a246472dfc06b36;Dennis Yurichev;Thu;Dec;29;23;45;54;2016;+0200
24d57458f324272f4ae1d22d269898714a987a47;Dennis Yurichev;Thu;Dec;29;23;44;56;2016;+0200
3893ee19b880b644e0a96ab3398a113eb9cf930b;Dennis Yurichev;Thu;Dec;29;22;59;27;2016;+0200
31b38b4f25dc78263939e4a7cfc66663d9cef1da;bLandais;Thu;Dec;29;21;52;16;2016;+0100
7606e5d930938e331e101fedbaa98b82e9265df9;bLandais;Thu;Dec;29;21;45;01;2016;+0100
9cfc89893b59a49f213a668f75560c32fb665fe3;Dennis Yurichev;Thu;Dec;29;21;30;40;2016;+0200
4c33e9ed41637dae943b716a45b1d7d24faf91b8;Dennis Yurichev;Thu;Dec;29;21;12;13;2016;+0200
12f2be0864163abadfb37a9d1792cd1e39f33607;bLandais;Thu;Dec;29;20;10;48;2016;+0100
a2c771b63f61d162d7c5b0f639256e469eaab489;Dennis Yurichev;Thu;Dec;29;20;26;01;2016;+0200
871659a3f4facce01a496094b630740708c0c118;Dennis Yurichev;Thu;Dec;29;20;19;31;2016;+0200
72336e280f6f4f40b4c32a4d9d9862641bc2e2b8;Dennis Yurichev;Thu;Dec;29;20;05;22;2016;+0200
6794724eeac655aa94a98b6b749e785acf26a88f;Dennis Yurichev;Thu;Dec;29;18;44;51;2016;+0200
e2e65b3485f8b1dcfe6d0986a7707efcd19fdf50;Dennis Yurichev;Thu;Dec;29;18;39;11;2016;+0200
0ec02b0281032fe0e2796a728f9bfc46d93554a9;Dennis Yurichev;Thu;Dec;29;18;30;57;2016;+0200
cea25fe4c9908b46fb4923eb8bc94a6d76a600ea;Dennis Yurichev;Thu;Dec;29;18;30;28;2016;+0200
5fa671d9c025bbc98caddb9c736bf42a06bd05f2;Dennis Yurichev;Thu;Dec;29;18;22;09;2016;+0200
7a20e5d5fec988a35fced8efcfe15fbcd3e99b3c;Dennis Yurichev;Thu;Dec;29;18;20;57;2016;+0200
33058039def6268466867db95246998137625356;Dennis Yurichev;Thu;Dec;29;18;17;48;2016;+0200
7c6b6e744ec6b0ab37fe62ed9d4ae90466ae091f;Julius Angres;Thu;Dec;29;16;34;45;2016;+0100
985a631e948e40fa9053560901931a85e0ff01bf;Julius Angres;Thu;Dec;29;16;33;53;2016;+0100
b9c0dc1421aa7aedafa729422c0426cdfffda94a;Julius Angres;Thu;Dec;29;16;32;51;2016;+0100
e5a2709f1941649e3f5cc2cad209064f7f4e23d5;Julius Angres;Thu;Dec;29;16;31;10;2016;+0100
31990505e6c5d9066e00304488ab8988c4498aef;Dennis Yurichev;Thu;Dec;29;16;02;30;2016;+0200
92f2f976e15fe2256f2127837a4a824a019ead5e;Dennis Yurichev;Thu;Dec;29;16;02;17;2016;+0200
07380d48a19f05ea5f848c94b21061892091c478;Dennis Yurichev;Wed;Dec;28;23;24;13;2016;+0200
98c7df830c8450847806da94c4a3a66bf854733c;Dennis Yurichev;Wed;Dec;28;23;24;03;2016;+0200
60ad7e7192801fc2fa343ffcde4d2c9035147bb7;Julius Angres;Wed;Dec;28;20;47;41;2016;+0100
1ce858fe81d8280f2253c3d05c843847d156ba91;Julius Angres;Wed;Dec;28;20;46;49;2016;+0100
6fa72369de3502bf1445938138a172b8964a9344;Julius Angres;Wed;Dec;28;20;45;11;2016;+0100
33293bd43fca6a0b07fe9ff5fa09676fbf4bf19f;Julius Angres;Wed;Dec;28;20;35;10;2016;+0100
3ba609be9b73bfa94532b91446d32b3a71170c20;Julius Angres;Wed;Dec;28;19;59;07;2016;+0100
6381b02945cb766fd1e381b6c7df1438bd0bfc7b;Julius Angres;Wed;Dec;28;19;57;06;2016;+0100
60c9b11084c4f9bdb9ae3653ed83a4a4e7f2cd7e;Dennis Yurichev;Wed;Dec;28;20;01;45;2016;+0200
07d104066f926eeb8f4912b75ea823b1555bded9;Dave Tian;Wed;Dec;28;11;17;17;2016;-0500
363211e59aa65cf5701c1318de490b969bec8965;Dennis Yurichev;Wed;Dec;28;15;55;58;2016;+0200
c91892df80bb32e4c6fb73e6e5dc8d8170489736;Dennis Yurichev;Wed;Dec;28;15;32;43;2016;+0200
f5046dab5925bf8d61f011d9457d2f34afae09e6;Dennis Yurichev;Wed;Dec;28;14;46;12;2016;+0200
9070b9b59ee9121eea172ec7edcc4fd084865c05;Dennis Yurichev;Wed;Dec;28;03;15;54;2016;+0200
6d7be3205971682efa388c33bc6f3ab565442e6e;Dennis Yurichev;Wed;Dec;28;02;19;59;2016;+0200
113ea23638861ba5845baaca11ccf42af36ff679;Dennis Yurichev;Wed;Dec;28;02;12;20;2016;+0200
1792e9fd6ceaf362e44bcde0c983f27f2014f30f;Dennis Yurichev;Wed;Dec;28;02;11;50;2016;+0200
c150a1af18861b7c61a0707a5ec13264531dd002;DSiekmeier;Tue;Dec;27;23;17;21;2016;+0100
32789ffc8abf90ee7ac78d182f804b093f6e66b4;DSiekmeier;Tue;Dec;27;23;12;35;2016;+0100
b0641241f32f9bc0892f4a277f0254c93b54cb74;DSiekmeier;Tue;Dec;27;22;37;23;2016;+0100
1246accbcf87b004f357c5417ec721454bb8904b;DSiekmeier;Tue;Dec;27;22;36;50;2016;+0100
75f6119a00d2d322982284ff9374f41f4c2d21e9;DSiekmeier;Tue;Dec;27;22;26;32;2016;+0100
4700751b0f5b17f1796ea53c21e492aef794da67;DSiekmeier;Tue;Dec;27;22;07;57;2016;+0100
6f1192570e66a9967f37a1bf3539076aff8c30a8;Dennis Yurichev;Tue;Dec;27;22;02;07;2016;+0200
91c6150d2c6c0bfb74aa7b7219d02942df85223e;Dennis Yurichev;Tue;Dec;27;22;00;38;2016;+0200
1e006d9f1d5a859970d44461fc2afbaf2a3c68de;Dennis Yurichev;Tue;Dec;27;21;38;33;2016;+0200
e72d3a993daff43e0b3914fc47dfe746b4e445ed;DSiekmeier;Tue;Dec;27;20;14;37;2016;+0100
18b34e69848534601ad3b3968fcc145a03cb71c8;JAngres;Tue;Dec;27;19;55;40;2016;+0100
ca5b2a6de8538dd40c44dcc89e34fb328078f927;Dennis Yurichev;Tue;Dec;27;17;56;24;2016;+0200
3d4fdaf7ed66cc71c999ed482093ab5f89ef0ba0;Dave Tian;Tue;Dec;27;10;15;13;2016;-0500
fbe7c936f17b2c453adf618c631f17fe9875b7e2;Dave Tian;Tue;Dec;27;10;02;51;2016;-0500
0686cfb251d444db3337beb9daa00bcec0f4fbd4;Dave Tian;Tue;Dec;27;09;56;24;2016;-0500
692ba4820efba78d05d15118cbd06b8b334579e8;Dave Tian;Tue;Dec;27;09;45;08;2016;-0500
7a228797a150350bee56663832cbc85f1edfa499;Dave Tian;Tue;Dec;27;09;38;05;2016;-0500
7138e76eab43bf38f4a126407094e385541c4cc9;Dennis Yurichev;Tue;Dec;27;15;58;43;2016;+0200
b697e72038a129f6121bc083e5bd2797b1d67aca;Dennis Yurichev;Tue;Dec;27;15;54;55;2016;+0200
3dcb661af0364ea0de8b22f7482ebe3e04c9fba1;DSiekmeier;Tue;Dec;27;12;03;47;2016;+0100
44b565fe4dad3324718b5b75b11eb0e863a78ecb;Dave Tian;Mon;Dec;26;21;43;21;2016;-0500
7ebaac8454770e810324273f028e4b264c6d6416;DSiekmeier;Mon;Dec;26;23;03;35;2016;+0100
7b1693d38e06f4f240b69871599dd657cbe1682a;Dennis Yurichev;Mon;Dec;26;22;58;33;2016;+0200
d6257c10f3e5c96b6db1c2337d44455bf6a3331e;bLandais;Mon;Dec;26;21;38;18;2016;+0100
6cc8b10844e9a9590a9b9b507dfdf31f8bdb9982;bLandais;Mon;Dec;26;21;35;30;2016;+0100
dd53ccf4145eab52bc0bf6e9448e9f7021f69b6a;Dennis Yurichev;Mon;Dec;26;21;58;53;2016;+0200
88a3d213a5f5edb1999ea9a4c7b87c8cfa864a98;Dennis Yurichev;Mon;Dec;26;21;56;50;2016;+0200
75444e4e8dd2d7284d28037b731fb89de971ed2c;Dennis Yurichev;Mon;Dec;26;21;56;45;2016;+0200
c9284191fea7f086457efcff283f683e36493bfe;bLandais;Mon;Dec;26;18;35;00;2016;+0100
5bb60a57f2cc4f5813e7d5402a27feb8081ef3bb;bLandais;Mon;Dec;26;18;26;13;2016;+0100
274728e574dbe7a29fd423076f305af34fceaeb9;Dave Tian;Mon;Dec;26;11;12;07;2016;-0500
ef03b2d3e3081b4baa65f6aff6cf6c4d101b0897;Dave Tian;Mon;Dec;26;10;44;03;2016;-0500
330487c819198ef67a3f463c25950d0db7be4f6e;Dennis Yurichev;Mon;Dec;26;08;16;59;2016;+0200
237183c25eb54e49ef43e106b4027531333f8712;Dennis Yurichev;Mon;Dec;26;01;12;07;2016;+0200
60a1f903fcc890fdd78d8291a1d3cb38e74f4e81;Dennis Yurichev;Mon;Dec;26;01;10;42;2016;+0200
d12c5ab6b62a35f7d059217c53f4358355686526;bLandais;Sun;Dec;25;22;45;03;2016;+0100
19ad3dff2b964a75efa8ffcc6fd9148252d8fd60;Dennis Yurichev;Sun;Dec;25;23;23;45;2016;+0200
8dd5a3e799c60aaefd5f82ed09077af6efe9f261;Dennis Yurichev;Sun;Dec;25;23;23;10;2016;+0200
4e54a766ebd119117992b5665cc3eb0a3ec4c338;Dennis Yurichev;Sun;Dec;25;23;22;45;2016;+0200
86c41e2e8eecaf7bc506d1904ef9a3c28909931d;Dennis Yurichev;Sun;Dec;25;23;22;31;2016;+0200
a201784dc968f4abafdceef9b4fa6fec108b1035;bLandais;Sun;Dec;25;21;55;05;2016;+0100
3a4fb5fa90ce809cd4c13706d9353534d378501b;bLandais;Sun;Dec;25;21;50;47;2016;+0100
9ed92d9deda589cd6113580fd82b53de1bb8caf0;Dennis Yurichev;Sun;Dec;25;21;44;21;2016;+0200
373f0279b5348350f145172ab641302147bc1690;DSiekmeier;Sun;Dec;25;20;09;07;2016;+0100
ffa2b9264c2f665f1ac96f0cd697afd47a357337;Dennis Yurichev;Sun;Dec;25;20;40;20;2016;+0200
5be02dfeef37f9b7fa42e9e524212a5166f6ee87;Dennis Yurichev;Sun;Dec;25;20;39;33;2016;+0200
6f7eb5eedb2f7dd957c2b69605ef6c1b833d2652;Dennis Yurichev;Sun;Dec;25;20;38;53;2016;+0200
6c23a624b992917f3a1036cc5cb5e760ce2971f5;DSiekmeier;Sun;Dec;25;19;25;26;2016;+0100
a02a5fd2f8c631c525ed85b42a430f4b76d8a1f4;DSiekmeier;Sun;Dec;25;19;24;00;2016;+0100
ed7f35004ade7d1dc48e8851dc99a9a5dd4de5fe;Dennis Yurichev;Sun;Dec;25;19;19;23;2016;+0200
d1c0f79515ffcbb4e1ba5182c06b924b9102c026;Dennis Yurichev;Sun;Dec;25;18;45;30;2016;+0200
35927509c2ed39422f2039d522e35665a6d0c59d;Dennis Yurichev;Sun;Dec;25;18;37;00;2016;+0200
94b8172b1743fb85aa2a3e111b2081ae8eb65a15;Dave Tian;Sun;Dec;25;11;21;20;2016;-0500
b28a7de6adc7a7c0201b5b95748f5b9dd66842f3;Dennis Yurichev;Sun;Dec;25;18;04;37;2016;+0200
6b3693738561865aab81bb2b6c7adbd341b8cf78;Dave Tian;Sun;Dec;25;10;46;17;2016;-0500
5f188b024bbdfae651c0d0b102da2124f33819f1;Dennis Yurichev;Sun;Dec;25;09;24;02;2016;+0200
dcbcdf108bfab62ffebfc2dbb30a5cf2f94bb37a;Dennis Yurichev;Sun;Dec;25;09;09;27;2016;+0200
8feda960307c831d3f92bf864a6908059b761cc0;Dennis Yurichev;Sun;Dec;25;09;09;14;2016;+0200
351d9a919d8b6eaa4fbb98cd13d57188d4f0e5c5;Dennis Yurichev;Sun;Dec;25;07;48;16;2016;+0200
805bf813677e18229695607b2ce84dce93468786;Dennis Yurichev;Sun;Dec;25;07;47;58;2016;+0200
0f08d46cd3624a24461af2de9594f1c26ce21ff8;Dennis Yurichev;Sun;Dec;25;07;47;36;2016;+0200
cc764469199f894cfc358a6d161607da36e14820;Dennis Yurichev;Sat;Dec;24;19;37;01;2016;+0200
b62305605e5b88b5f7ec9f5a0f714fa8cc9d7abe;Dave Tian;Sat;Dec;24;12;22;59;2016;-0500
7c70e4735d9b1eaac100c68d5b77466de47d87ff;Dave Tian;Sat;Dec;24;10;43;27;2016;-0500
861ba1914798136b096fd3ca720b934dd58af68d;Dennis Yurichev;Sat;Dec;24;16;12;33;2016;+0200
89cbc3e24710c6c3c9bca5fe226dd8ce94c2f281;Dennis Yurichev;Sat;Dec;24;16;12;18;2016;+0200
aeeeff3b68ba8292292c03f558f149c780850018;Dennis Yurichev;Sat;Dec;24;16;11;54;2016;+0200
071c338d0d48a290e9fff2784f99e65204789ebd;Dennis Yurichev;Sat;Dec;24;14;25;24;2016;+0200
3ae88998f018b1295e2cee0c6a0b30aad67d071a;Marc Remy;Sat;Dec;24;06;04;41;2016;+0100
65c6ce9ce4644dc73dc3734a7e18fbddda7cff26;Dennis Yurichev;Sat;Dec;24;02;33;06;2016;+0200
2faddd3c274d2319b94409053eb430796834379c;Dennis Yurichev;Sat;Dec;24;02;18;48;2016;+0200
c9a109625bfa3ca8a944b10f6a5f660877296e39;Dennis Yurichev;Sat;Dec;24;02;17;32;2016;+0200
05ed4377c3928b31f78d5a916edfa07c94369f2c;DSiekmeier;Sat;Dec;24;00;50;38;2016;+0100
c881139a0f20c26fc447b9bfecd964ed7a2a2c52;DSiekmeier;Fri;Dec;23;23;09;23;2016;+0100
a844f92e83709959459e7d4fec976b43589bf9f0;Dennis Yurichev;Fri;Dec;23;18;22;30;2016;+0200
782d07a16f1f3e7d3f98cc1b74af1aa819bd8a66;Dennis Yurichev;Fri;Dec;23;12;31;38;2016;+0200
c36dbed4f2901af94309bad51a5d25209b66e6b5;Dennis Yurichev;Fri;Dec;23;12;31;19;2016;+0200
94666e2c930392ef29996f9796fe1fff787f1e56;DSiekmeier;Thu;Dec;22;12;59;32;2016;+0100
09a95d4d7a258aad1fd87cfccca52786bae545a7;Dennis Yurichev;Thu;Dec;22;10;13;08;2016;+0200
aba288310ff03eabf464ad1504ea4e2360bdb8ed;Leonardo Guedez;Thu;Dec;22;02;05;21;2016;-0400
1e88c5eeb380257b0505a6be5add6fbfd884efcd;Leonardo Guedez;Thu;Dec;22;01;49;30;2016;-0400
92a1d96aa26a8ba95c67b1582963f71e25a7e47b;Dennis Yurichev;Thu;Dec;22;00;38;48;2016;+0200
ae2fd5765a94d48a754d06f3e095491c6001c6c4;Dennis Yurichev;Thu;Dec;22;00;38;34;2016;+0200
7d9221f8ff9e76ba775a365cdd834d114d5b8b96;Dennis Yurichev;Thu;Dec;22;00;15;40;2016;+0200
74a9df0cbfc1a21536c18fa5e36018ae458470c2;Dennis Yurichev;Thu;Dec;22;00;12;49;2016;+0200
b7c7ba68104f1807c05633256b88926a5add687d;Dennis Yurichev;Thu;Dec;22;00;12;19;2016;+0200
2962362f4b01a7301e504eaa20e321b74f9fd393;Dennis Yurichev;Wed;Dec;21;23;55;14;2016;+0200
175456cda3ccec95ac4b88cc9f7f5db02debcbf0;Marc Remy;Wed;Dec;21;21;57;39;2016;+0100
f07e4f7317077773297233310fffbe7ef85172a1;Dennis Yurichev;Wed;Dec;21;20;06;13;2016;+0200
c073685c0c6364cb7d914afe1b32bec11aaa9b27;Dennis Yurichev;Wed;Dec;21;19;32;38;2016;+0200
3c6c781e29be57df43d127e6217735109e4b13dc;Dennis Yurichev;Wed;Dec;21;19;25;47;2016;+0200
a7d2d45fb42b6838092bdce86daff08c3c2a7ac8;DSiekmeier;Wed;Dec;21;17;57;47;2016;+0100
0a3c990d4ab5711cccbd4c9b9c81cf20b9d1937a;Dennis Yurichev;Wed;Dec;21;14;32;48;2016;+0200
c9b6cd01a367d16d8988b9c4eb58254d5d793ac9;Dennis Yurichev;Wed;Dec;21;12;09;01;2016;+0200
9176120eb47f4e565370c76892973b9e5a4443b8;Dennis Yurichev;Wed;Dec;21;10;47;52;2016;+0200
5412fadc492da543e17128de9fb25b47e925a465;Dennis Yurichev;Wed;Dec;21;10;25;49;2016;+0200
f9c71d54a56632c888bd330afec7e3fe9dda2001;Dennis Yurichev;Wed;Dec;21;10;25;43;2016;+0200
31d5c9835ab648f2d09eb4d71bcda316367bbacd;Dennis Yurichev;Wed;Dec;21;10;22;11;2016;+0200
77ea7d56af97af7f4f4a0a22ef2e55037cf341c3;Dave Tian;Tue;Dec;20;22;12;22;2016;-0500
